机场名称,餐厅编码,餐厅名称,餐厅状态,套餐类型,套餐内容,套餐供应时间,站点类型,航站楼,出发类型,安检类型,位置指引,境内外,机场编码,城市,省份
济南遥墙国际机场,N04475,舌尖尖,正常使用,餐食体验厅,"饮品：【鲜榨果汁 * 1】,小食：【肉夹馍 * 1,口水鸡 * 1】,主食：【红烧牛肉面 * 1】",05:30-21:30,机场,主航站楼,国内出发,安检后,南指廊1号登机口,境内,TNA,济南市,山东省
济南遥墙国际机场,N04476,味一楼,正常使用,餐食体验厅,"汤品：【紫菜汤 * 1】,主食：【鸡公煲 * 1,红烧肉 * 1,清炒娃娃菜 * 1,白米饭 * 1】",10:00-21:30,机场,主航站楼,国内出发,安检后,南指廊1号登机口,境内,TNA,济南市,山东省
北京大兴国际机场,N04501,棒约翰,正常使用,餐食体验厅,"饮品：【拿铁 * 1】,小食：【黄金鸡块 * 1】,主食：【标准超级棒约翰 * 1】",06:00-22:00,机场,主航站楼,国内出发,安检后,2层D60登机口,境内,PKX,北京市,北京市
连云港花果山机场,N04502,迪欧咖啡,正常使用,餐食体验厅,"饮品：【满杯橙子王 * 1】,小食：【口水鸡 * 1,卤鸭腿 * 1】,主食：【虾仁馄饨套餐(配木耳、馓子、鸡蛋) * 1】",07:00-22:00,机场,主航站楼,国内出发,安检后,3-4号登机口附近,境内,LYG,连云港市,江苏省
济南遥墙国际机场,N04503,德克士（1号登机口）,正常使用,餐食体验厅,"饮品：【百事可乐中杯 * 1,香草冰淇淋 * 1】,主食：【一桶都是辣翅 * 1】",06:00-22:00,机场,主航站楼,国内出发,安检后,南指廊2楼1号登机口,境内,TNA,济南市,山东省
济南遥墙国际机场,N04504,德克士（17号登机口）,正常使用,餐食体验厅,"饮品：【百事可乐中杯 * 1,香草冰淇淋 * 1】,主食：【一桶都是辣翅 * 1】",06:00-22:00,机场,主航站楼,国内出发,安检后,主楼17号登机口对面,境内,TNA,济南市,山东省
广州白云国际机场,N04508,陈香贵兰州牛肉面,正常使用,餐食体验厅,"饮品：【杏皮茶 * 1】,小食：【竹签羊肉串 * 1,凉菜三拼 * 1,茶叶蛋 * 1,肉夹馍 * 1】,主食：【酸菜红烧牛腩面 * 1】",05:30-23:00,机场,T2航站楼,国内出发,安检后,B251登机口附近,境内,CAN,广州市,广东省
广州白云国际机场,N04509,鱼你在一起酸菜鱼,正常使用,餐食体验厅,"小食：【销魂牛肉串 * 1,五花肉串 * 1,劲爆藤椒鸡米花 * 1,锅巴土豆 * 1,红糖糍粑 * 1,小酥肉 * 1】,配菜：【山楂乌梅饮 * 1】,主食：【香辣肥肠鱼 * 1,米饭 * 1】",05:30-23:00,机场,T2航站楼,国内出发,安检后,B251登机口附近,境内,CAN,广州市,广东省
深圳宝安国际机场,N04510,马有布,正常使用,餐食体验厅,"饮品：【杨梅汁 * 1】,小食：【五香牛肉 * 1,凉拌木耳 * 1,肉夹馍 * 1】,主食：【清汤兰州牛肉面 * 1】",06:00-22:00,机场,T3航站楼,国内出发,安检后,51号口斜对面,境内,SZX,深圳市,广东省
广州白云国际机场,N04511,世家兰铎（SEGAFREDO cafe）,正常使用,餐食体验厅,"饮品：【美式咖啡 * 1】,主食：【萝卜牛腩米饭 * 1,麻辣海带丝 * 1】",最早航班-最晚航班,机场,T1航站楼,国际出发,安检后,东一指廊A104登机口,境内,CAN,广州市,广东省
广州白云国际机场,N04512,张拉拉手工牛肉拉面,正常使用,餐食体验厅,"甜点：【杏皮茶 * 1】,小食：【兰州浇汁牛肉(小) * 1,黄金炸蛋 * 1】,主食：【大片牛腱子面 * 1】",06:30-21:30,机场,T1航站楼,国际出发,安检后,东一指廊A104登机口,境内,CAN,广州市,广东省
厦门高崎国际机场,N04538,途食汇（80号登机口）,正常使用,餐食体验厅,"汤品：【炖盅 * 1】,配菜：【白灼时蔬 * 1,时令水果（大份） * 1】,主食：【红烧排骨（大份） * 1,米饭 * 1】",10:00-22:00,机场,T4航站楼,国内出发,安检后,远机位80号登机口旁,境内,XMN,厦门市,福建省
厦门高崎国际机场,N04539,闽南猪脚饭（80号登机口）,正常使用,餐食体验厅,"汤品：【炖盅 * 1】,配菜：【白灼时蔬 * 1,时令水果（大份） * 1】,主食：【红烧排骨（大份） * 1,米饭 * 1】",10:00-22:00,机场,T4航站楼,国内出发,安检后,远机位80号登机口旁,境内,XMN,厦门市,福建省
成都双流国际机场,N04548,十八梯邓凳面（G-F-1D店）,正常使用,餐食体验厅,"饮品：【鲜榨椰汁 * 1】,小食：【加牛筋 * 1,鸡腿 * 1,素菜 * 1,汤圆 * 1】,主食：【豪气三合面 * 1】",07:00-21:00,机场,T2航站楼,国内出发,安检后,173登机口对面,境内,CTU,成都市,四川省
北京首都国际机场,N04551,小北饵块,正常使用,餐食体验厅,"饮品：【有点爱蜜桃乌龙茶 * 1】,小食：【小西门炸酥肉 * 1,鸡肉丸串 * 1,卤蛋 * 1,炸金黄酥蛋 * 1】,主食：【顺城街大酥牛肉米饭 * 1】",10:00-21:30,机场,T2航站楼,国内出发,安检后,主通道麦当劳与MCM店中间,境内,PEK,北京市,北京市
北京首都国际机场,N04584,肥汁米蘭,正常使用,餐食体验厅,"饮品：【冻柠茶 * 1】,小食：【金针菇3份 * 3,萝卜3份 * 3,炸腐皮卷 * 1,黑木耳 * 1,鱼丸 * 1,午餐肉 * 1】,主食：【黄金炸鱼鱼汁小锅米线 * 1】",06:00-21:00,机场,T2航站楼,国内出发,安检后,36号登机口对面,境内,PEK,北京市,北京市
银川河东机场,N04588,老木瓜,正常使用,餐食体验厅,"饮品：【八宝茶 * 1】,小食：【辣卤豆干海带结300克 * null,盐池胡辣羊蹄1个 * 1,时令水果 * 1】,主食：【招牌羊肉搓面 * 1】",07:00-20:00,机场,T3航站楼,国内出发,安检后,13号登机口附近,境内,INC,银川市,宁夏回族自治区
银川河东机场,N04589,弄堂小笼包,正常使用,餐食体验厅,"小食：【时令水果 * 1】,主食：【鲜肉小笼包 * 1,蟹粉豆腐煲 * 1,陈皮红豆粥 * 1】",10:00-20:00,机场,T3航站楼,国内出发,安检后,11号登机口附近,境内,INC,银川市,宁夏回族自治区
深圳宝安国际机场,N04593,张拉拉手撕牛肉拉面(30号登机口旁),正常使用,餐食体验厅,"饮品：【杏皮茶 * 1】,小食：【招牌小菜四小拼  * 1,西北浇汁牛肉 * 1,低卡蒜香西兰花 * 1,黄金炸蛋 * 1】,主食：【酸菜牛肉面 * 1,餐具包 * 1】",06:30-21:00,机场,T3航站楼,国内出发,安检后,30号登机口旁,境内,SZX,深圳市,广东省
成都双流国际机场,N04595,成都老字号美食城,正常使用,餐食体验厅,"汤品：【虫草花乌鸡汤 * 1】,配菜：【酸菜鱼片/青菜炒牛肉 * 1】,主食：【翡翠虾球 * 1,炒饭 * 1】",10:00-22:00,机场,T2航站楼,国内出发,安检后,E指廊144号登机口附近100米,境内,CTU,成都市,四川省
成都双流国际机场,N04596,洞子口张老二凉粉,正常使用,餐食体验厅,"汤品：【虫草花乌鸡汤 * 1】,配菜：【酸菜鱼片/青菜炒牛肉 * 1】,主食：【翡翠虾球 * 1,炒饭 * 1】",10:00-航班结束,机场,T2航站楼,国内出发,安检后,E指廊33号登机口右手边,境内,CTU,成都市,四川省
义乌机场,N04619,吉祥馄饨,正常使用,餐食体验厅,"饮品：【鲜百香果 * 1】,小食：【柠檬凤爪 * 1,关东煮4串 * 1】,主食：【虾仁虾肉馄饨 * 1】",06:00-20:30,机场,T1航站楼,国内出发,安检后,7号登机口,境内,YIW,义乌市,浙江省
南京禄口国际机场,N04621,佳吉食（INT-L9-F02店）,正常使用,餐食体验厅,"汤品：【味增汤 * 1】,饮品：【鲜榨橙汁 * 1】,配菜：【韩式泡菜 * 1】,主食：【蒲烧鳗鱼饭 * 1】",09:00-20:00,机场,T2航站楼,国际出发,安检后,9号登机口附近,境内,NKG,南京市,江苏省
桂林两江国际机场,N04623,塞纳左岸咖啡,正常使用,餐食体验厅,"饮品：【美式 * 1】,小食：【可颂 * 1,蜂蜜华夫饼 * 1】,主食：【黑椒牛柳意大利面 * 1】",08:00-22:00,机场,T2航站楼,国内出发,安检后,202登机口旁,境内,KWL,桂林市,广西壮族自治区
青岛胶东国际机场,N04645,兰公子,正常使用,餐食体验厅,"饮品：【崂山茶1杯 * 1】,小食：【红油腐竹 * 1,风味丁香鱼 * 1】,主食：【任选汤面一款（含卤蛋半只+开胃小菜三款） * 1】",06:00--航班结束,机场,主航站楼,国内出发,安检后,52号登机口旁,境内,TAO,青岛市,山东省
